timestamps,open,high,low,close,volume,amount
2025-01-02 00:00:00,46.32,46.61,43.8,44.48,31252071,1413198116.2
2025-01-03 00:00:00,44.46,44.77,41.81,41.97,28205364,1212629553.3
2025-01-06 00:00:00,41.61,42.75,41.37,41.76,20985337,877616446.2
2025-01-07 00:00:00,42,43.6,41.82,43,27305150,1168095428.1
2025-01-08 00:00:00,42.58,43.49,41.7,42.7,25213836,1076588432.9
2025-01-09 00:00:00,42.48,44.19,42.4,43.82,27483171,1199651985.8
2025-01-10 00:00:00,43.51,45.58,43.38,43.38,30677639,1363384672.6
2025-01-13 00:00:00,42.91,46,42.61,45.17,43663620,1953358455.3
2025-01-14 00:00:00,45.11,46.92,44.85,46.63,43035821,1993276066.3
2025-01-15 00:00:00,46.33,46.46,45.42,45.67,24141848,1107652452.9
2025-01-16 00:00:00,45.67,46.77,45.1,45.5,22958390,1053060007.3
2025-01-17 00:00:00,45.12,46.11,44.89,45.4,17917423,814425402.3
2025-01-20 00:00:00,45,45.81,44.83,45.05,20934534,946725424.2
2025-01-21 00:00:00,45.14,45.4,44.66,44.85,15375437,690938324.4
2025-01-22 00:00:00,44.5,44.61,43.71,43.9,18637644,822670119.7
2025-01-23 00:00:00,44.38,45.8,43.6,43.6,27882228,1244511313.0
2025-01-24 00:00:00,43.59,45.08,43.55,44.98,28248970,1261575073.0
2025-01-27 00:00:00,45.36,45.5,43.18,43.23,20023436,880508719.9
2025-02-05 00:00:00,44.36,47.5,44,46.65,53511896,2466730255.9
2025-02-06 00:00:00,46.5,49.3,45.7,48.86,51072228,2445593653.7
2025-02-07 00:00:00,48.5,51.75,48.3,50.35,65606915,3285510856.2
2025-02-10 00:00:00,51.09,51.79,49.8,50.74,51081141,2586420517.9
2025-02-11 00:00:00,50.24,50.24,49.19,49.23,34073999,1690045990.9
2025-02-12 00:00:00,48.71,50.27,48.65,50.02,31609183,1574725798.3
2025-02-13 00:00:00,49.89,50.8,48.4,49.46,37722575,1865704339.5
2025-02-14 00:00:00,49.2,51.45,49.07,51.17,53708048,2719872316.9
2025-02-17 00:00:00,51.33,52.8,50.3,51.02,56816489,2927720035.7
2025-02-18 00:00:00,50.6,54.2,50.6,51.55,68150786,3572844265.2
2025-02-19 00:00:00,51.54,52.5,49.16,52.48,50222806,2560395289.6
2025-02-20 00:00:00,52.4,52.4,50.88,51.17,36165075,1860776685.8
2025-02-21 00:00:00,51.33,53.28,49.61,52.65,62138256,3194255297.6
2025-02-24 00:00:00,52.65,52.94,51.38,51.98,38972785,2028275672.2
2025-02-25 00:00:00,51,54,50.51,51.82,49488674,2582231079.2
2025-02-26 00:00:00,51.4,51.7,50.66,51.09,31384558,1603904195.7
2025-02-27 00:00:00,51.3,51.3,49.52,49.9,29381167,1474742574.0
2025-02-28 00:00:00,49.65,49.89,46.48,46.51,37139283,1775573281.2
2025-03-03 00:00:00,46.59,47.6,45.89,46.69,23316469,1092461642.0
2025-03-04 00:00:00,45.88,47.5,45.85,47.35,18130071,852993367.2
2025-03-05 00:00:00,47.35,48,47.01,47.44,17225575,818115714.5
2025-03-06 00:00:00,47.78,49.31,47.77,48.85,28321275,1375764901.4
2025-03-07 00:00:00,48.5,48.84,47.58,47.8,22425848,1078539609.9
2025-03-10 00:00:00,47.6,47.6,46.31,46.9,18209628,853591846.1
2025-03-11 00:00:00,46.27,47.13,46.02,46.75,12854189,599168408.9
2025-03-12 00:00:00,47.07,47.55,46.8,46.86,15656331,738534669.8
2025-03-13 00:00:00,46.74,46.77,45.4,45.71,18673139,858805963.3
2025-03-14 00:00:00,45.2,46.67,45.2,46.6,18614602,860981776.1
2025-03-17 00:00:00,47.02,47.77,46.68,46.81,17420226,822937506.6
2025-03-18 00:00:00,47.01,47.4,46.66,46.89,12151386,570729436.3
2025-03-19 00:00:00,46.8,46.81,46.13,46.26,10341626,479451254.2
2025-03-20 00:00:00,46.16,46.45,45.78,45.79,10134658,466405755.0
2025-03-21 00:00:00,45.55,45.87,44.01,44.25,18338623,821703299.0
2025-03-24 00:00:00,44.05,44.48,42.7,43.97,16275644,709347208.2
2025-03-25 00:00:00,43.98,44.09,43.35,43.47,8369661,365307135.7
2025-03-26 00:00:00,43.45,43.85,43.31,43.4,7415692,323205778.2
2025-03-27 00:00:00,43.4,44.4,43,44.24,14977275,656527557.1
2025-03-28 00:00:00,44.19,44.7,43.85,43.86,11962610,528792073.8
2025-03-31 00:00:00,43.6,43.6,42.58,43.19,10824583,466088949.4
2025-04-01 00:00:00,43.3,43.58,42.8,42.82,9337513,402092278.2
2025-04-02 00:00:00,42.85,43.31,42.72,43.14,7248825,312366722.1
2025-04-03 00:00:00,42.76,45.35,42.76,44.56,31527914,1411333394.0
2025-04-07 00:00:00,43.51,47.9,42.97,45.23,75503041,3469388702.4
2025-04-08 00:00:00,45.23,49.75,43.97,49.75,84617994,3984882428.8
2025-04-09 00:00:00,49.75,53.5,49.12,51.18,114796957,5904606640.3
2025-04-10 00:00:00,49.8,51.28,48,49.73,83569264,4183860598.3
2025-04-11 00:00:00,49.01,50.17,48.57,49,58262445,2874494427.2
2025-04-14 00:00:00,48.99,49.83,48,49.33,48600949,2376398630.8
2025-04-15 00:00:00,48.84,49,47.5,47.7,34576312,1657517228.1
2025-04-16 00:00:00,47.7,48.3,46.66,47.01,29089929,1382838281.0
2025-04-17 00:00:00,46.6,47.35,46.39,46.5,21029531,985137570.2
2025-04-18 00:00:00,46.35,46.68,44.82,45.25,27755153,1264115816.7
2025-04-21 00:00:00,45.11,46.1,44.86,45.77,18904907,863423954.1
2025-04-22 00:00:00,45.77,45.96,45.04,45.29,17432434,790333658.6
2025-04-23 00:00:00,45.42,45.77,44.5,44.69,24009656,1078255826.8
2025-04-24 00:00:00,44.6,44.65,43.68,43.99,18295756,807064200.2
2025-04-25 00:00:00,44.15,45.13,44,44.58,19634203,876447461.0
2025-04-28 00:00:00,44.7,45.08,44.05,44.06,12463093,553837689.5
2025-04-29 00:00:00,44,45.77,43.51,45.05,19379898,870649491.1
2025-04-30 00:00:00,45.24,45.75,44.87,45.38,19219980,872784879.2
2025-05-06 00:00:00,45.98,46.99,45.71,46.91,26643948,1235969159.6
2025-05-07 00:00:00,47.1,47.35,45.74,46.09,27039678,1254317218.1
2025-05-08 00:00:00,45.99,46.49,45.81,46.17,15911215,735395073.0
2025-05-09 00:00:00,46.09,46.8,45.5,46.35,21458178,993519814.2
2025-05-12 00:00:00,46.3,46.35,45.7,46.26,16588922,764077841.5
2025-05-13 00:00:00,46.52,46.6,45.3,45.39,19452877,891079136.1
2025-05-14 00:00:00,45.25,45.87,45.13,45.59,14411205,655559369.2
2025-05-15 00:00:00,45.43,45.43,44.63,44.67,12131402,544351948.9
2025-05-16 00:00:00,44.67,44.76,44.35,44.51,9277789,413358664.6
2025-05-19 00:00:00,44.5,45.14,44.12,44.82,10171126,453576646.7
2025-05-20 00:00:00,44.8,45.09,44.55,44.98,8443088,378744004.6
2025-05-21 00:00:00,44.83,44.83,44.37,44.54,8376144,373096222.5
2025-05-22 00:00:00,44.36,44.69,44.01,44.06,8397860,371900882.4
2025-05-23 00:00:00,44.17,44.47,43.11,43.12,13235484,579103830.7
2025-05-26 00:00:00,43.6,45.11,43.59,44.22,17327812,767237083.9
2025-05-27 00:00:00,44.06,46.3,43.63,45.81,37357027,1696104325.8
