股票代码,股票名称,日线MACD方向,周线MACD方向,放量倍数,最后一天成交量,均量,短期均线周期,长期均线周期,短期均线值,长期均线值,均线关系,价格位置百分位,当前价格,最低价,最高价
300245,天玑科技,bull,bull,3.7098342694342903,27422897,7391946.65,15,30,14.622666666666666,14.499333333333333,上方,29.250457038391215,15.43,13.83,19.3
002786,银宝山新,bull,bull,2.779988757112186,32830306,11809510.35,15,30,9.294666666666666,9.276666666666666,上方,14.6464646464646,9.27,8.98,10.96
300722,新余国科,bull,bull,2.195093307731212,14852234,6766106,15,30,31.894,31.667333333333332,上方,29.618768328445768,33.06,30.03,40.26
300525,博思软件,bull,bull,2.1944057681606415,34624613,15778582.75,15,30,13.611333333333333,13.570666666666666,上方,25.617283950617285,14.07,13.24,16.48
300793,佳禾智能,bull,bull,1.7377275937167562,13180414,7584856.25,15,30,16.554,16.541999999999998,上方,29.367088607594944,16.87,15.71,19.66
002583,海能达,bull,bull,1.6734475820136177,61779721,36917631.4,15,30,11.565333333333335,11.431333333333333,上方,27.863777089783287,11.82,10.92,14.15
301302,华如科技,bull,bull,1.667276500328368,4105763,2462556.75,15,30,23.24866666666667,23.045333333333335,上方,25.812619502868095,23.35,22,27.23
600797,浙大网新,bull,bull,1.5702249077381478,64899568,41331383.6,15,30,10.546666666666665,10.524333333333335,上方,22.433460076045616,10.69,10.1,12.73
