timestamp,open,high,low,close,volume,amount
2024-11-20 00:00:00,4.26,4.36,4.23,4.36,5789521,24825608.78
2024-11-21 00:00:00,4.54,4.8,4.53,4.8,49846831,237120846.85
2024-11-22 00:00:00,4.6,4.74,4.43,4.46,48847394,222973010.47
2024-11-25 00:00:00,4.41,4.47,4.26,4.34,22351030,96714929.92
2024-11-26 00:00:00,4.37,4.38,4.19,4.2,17131788,72794344.54
2024-11-27 00:00:00,4.18,4.21,4.11,4.2,10847101,45109070.02
2024-11-28 00:00:00,4.21,4.33,4.18,4.26,10469834,44763166.22
2024-11-29 00:00:00,4.32,4.69,4.32,4.69,15281344,71051292.36
2024-12-02 00:00:00,5.0,5.16,4.91,5.16,61485206,314705431.54
2024-12-03 00:00:00,5.62,5.68,5.38,5.68,28391533,159176805.27
2024-12-04 00:00:00,6.25,6.25,5.32,5.57,118401574,693568209.55
2024-12-05 00:00:00,5.18,5.52,5.01,5.1,81476284,423237731.19
2024-12-06 00:00:00,5.08,5.15,4.88,4.95,53135575,264109997.43
2024-12-09 00:00:00,5.02,5.09,4.91,5.0,35386678,176870646.36
2024-12-10 00:00:00,5.13,5.17,5.01,5.04,31988722,162109581.24
2024-12-11 00:00:00,5.03,5.2,5.03,5.1,29255975,149243162.94
2024-12-12 00:00:00,5.09,5.14,4.99,5.06,22522862,113697544.05
2024-12-13 00:00:00,5.06,5.09,4.95,4.95,17379106,86839661.7
2024-12-16 00:00:00,4.95,4.99,4.81,4.85,16079736,78470727.09
2024-12-17 00:00:00,4.83,4.85,4.59,4.62,16753617,78223213.7
2024-12-18 00:00:00,4.64,4.68,4.55,4.62,9818299,45395139.8
2024-12-19 00:00:00,4.57,4.61,4.52,4.61,8619257,39326064.63
2024-12-20 00:00:00,4.61,4.67,4.59,4.66,8686563,40293144.56
2024-12-23 00:00:00,4.66,4.66,4.4,4.41,12159688,54526859.78
2024-12-24 00:00:00,4.42,4.47,4.37,4.46,6751816,29879347.3
2024-12-25 00:00:00,4.44,4.46,4.3,4.36,8592400,37424110.0
2024-12-26 00:00:00,4.34,4.5,4.34,4.48,8714466,38765078.72
2024-12-27 00:00:00,4.5,4.64,4.49,4.54,6691330,30581663.9
2024-12-30 00:00:00,4.5,4.59,4.39,4.41,6087900,26952380.0
2024-12-31 00:00:00,4.47,4.49,4.36,4.4,5871414,26004312.29
2025-01-02 00:00:00,4.38,4.46,4.27,4.32,8679487,37902425.41
2025-01-03 00:00:00,4.33,4.36,4.17,4.19,12358945,52271166.15
2025-01-06 00:00:00,4.18,4.24,4.09,4.2,6299829,26367996.04
2025-01-07 00:00:00,4.33,4.52,4.3,4.42,13499819,59293809.8
2025-01-08 00:00:00,4.45,4.68,4.36,4.57,16177703,73722618.63
2025-01-09 00:00:00,4.63,4.67,4.41,4.46,11396847,51073022.65
2025-01-10 00:00:00,4.44,4.59,4.43,4.46,9374817,42370424.33
2025-01-13 00:00:00,4.44,4.58,4.33,4.53,8120600,36604900.0
2025-01-14 00:00:00,4.55,4.61,4.45,4.61,14764374,67130603.12
2025-01-15 00:00:00,4.59,4.6,4.46,4.47,8371506,37729316.31
2025-01-16 00:00:00,4.49,4.53,4.45,4.46,6145781,27598592.24
2025-01-17 00:00:00,4.45,4.49,4.4,4.42,4618697,20509200.95
2025-01-20 00:00:00,4.46,4.48,4.39,4.45,8006498,35671329.86
2025-01-21 00:00:00,4.48,4.48,4.29,4.31,8270453,35894126.15
2025-01-22 00:00:00,4.31,4.42,4.25,4.36,5815896,25311567.8
2025-01-23 00:00:00,4.39,4.45,4.33,4.33,4877900,21423265.0
2025-01-24 00:00:00,4.3,4.57,4.3,4.57,15698651,70352366.47
2025-01-27 00:00:00,4.56,4.63,4.49,4.57,8596469,39070644.91
2025-02-05 00:00:00,4.58,4.62,4.47,4.52,6641540,30189306.8
2025-02-06 00:00:00,4.52,4.57,4.49,4.55,6008379,27188662.32
2025-02-07 00:00:00,4.55,4.66,4.52,4.57,9022602,41418962.3
2025-02-10 00:00:00,4.57,4.63,4.54,4.62,8750245,40254639.55
2025-02-11 00:00:00,4.62,4.64,4.52,4.56,6165804,28013835.81
2025-02-12 00:00:00,4.57,4.58,4.53,4.58,5782867,26312802.28
2025-02-13 00:00:00,4.58,4.64,4.56,4.59,9242583,42604701.93
2025-02-14 00:00:00,4.57,4.62,4.52,4.61,7767075,35506081.21
2025-02-17 00:00:00,4.62,4.73,4.61,4.63,10086060,47035912.88
2025-02-18 00:00:00,4.64,4.75,4.58,4.59,10901238,50914648.08
2025-02-19 00:00:00,4.58,4.62,4.53,4.56,6465295,29486220.88
2025-02-20 00:00:00,4.55,4.6,4.54,4.56,4366025,19960895.03
2025-02-21 00:00:00,4.56,4.62,4.49,4.56,7431026,33819075.06
2025-02-24 00:00:00,4.56,4.61,4.53,4.6,6159245,28167791.3
2025-02-25 00:00:00,4.58,4.62,4.54,4.56,7139028,32589643.68
2025-02-26 00:00:00,4.54,4.72,4.54,4.68,12781602,59226452.4
2025-02-27 00:00:00,4.69,4.74,4.49,4.58,9791318,45024589.63
2025-02-28 00:00:00,4.57,4.61,4.49,4.5,7588807,34471637.6
2025-03-03 00:00:00,4.54,4.6,4.5,4.52,6167246,28108202.49
2025-03-04 00:00:00,4.51,4.63,4.5,4.55,5031383,22968279.35
2025-03-05 00:00:00,4.57,4.58,4.43,4.51,8341023,37321758.28
2025-03-06 00:00:00,4.52,4.54,4.46,4.52,5720917,25682565.3
2025-03-07 00:00:00,4.51,4.55,4.45,4.48,5841839,26213142.2
2025-03-10 00:00:00,4.46,4.51,4.42,4.47,6310264,28145175.48
2025-03-11 00:00:00,4.44,4.6,4.42,4.55,7208903,32557531.1
