timestamp,open,high,low,close,volume,amount
2024-11-20 00:00:00,4.9,5.33,4.86,5.14,17291301.0,88703593.72
2024-11-21 00:00:00,5.14,5.31,5.1,5.21,13748100.0,71552964.0
2024-11-22 00:00:00,5.18,5.26,5.0,5.05,10243600.0,52922704.0
2024-11-25 00:00:00,5.1,5.36,5.07,5.29,20336700.0,106570001.0
2024-11-26 00:00:00,5.3,5.37,5.21,5.24,12991090.0,68563752.6
2024-11-27 00:00:00,5.21,5.24,5.01,5.21,10129998.0,51852847.76
2024-11-28 00:00:00,5.23,5.36,5.23,5.36,15167600.0,80606930.0
2024-11-29 00:00:00,5.35,5.39,5.25,5.3,12462440.0,66183515.4
2024-12-02 00:00:00,5.31,5.55,5.31,5.47,15193266.0,82306662.68
2024-12-03 00:00:00,5.45,5.51,5.38,5.44,9466160.0,51466312.8
2024-12-04 00:00:00,5.46,5.59,5.4,5.43,12041890.0,65952185.6
2024-12-05 00:00:00,5.43,5.54,5.36,5.53,10516150.0,57622839.5
2024-12-06 00:00:00,5.53,5.82,5.46,5.74,17492900.0,99133435.4
2024-12-09 00:00:00,5.7,5.78,5.55,5.62,11525600.0,65138802.0
2024-12-10 00:00:00,5.77,5.84,5.58,5.62,10431600.0,59044279.99
2024-12-11 00:00:00,5.6,5.7,5.53,5.67,6915900.0,39124967.0
2024-12-12 00:00:00,5.67,5.83,5.65,5.82,10712810.0,61634909.2
2024-12-13 00:00:00,5.8,5.8,5.61,5.63,9166400.0,52232775.0
2024-12-16 00:00:00,5.63,5.72,5.57,5.64,8197200.0,46281233.0
2024-12-17 00:00:00,5.66,5.67,5.27,5.31,12066100.0,65054310.0
2024-12-18 00:00:00,5.33,5.36,5.12,5.28,9540310.0,50410569.4
2024-12-19 00:00:00,5.28,5.31,5.15,5.26,6997600.0,36602883.0
2024-12-20 00:00:00,5.29,5.37,5.22,5.3,6239700.0,33136523.0
2024-12-23 00:00:00,5.3,5.31,4.77,4.77,17611761.0,86719127.77
2024-12-24 00:00:00,4.77,4.81,4.61,4.7,11935761.0,55958200.43
2024-12-25 00:00:00,4.67,4.71,4.43,4.52,10916200.0,49299539.99
2024-12-26 00:00:00,4.52,4.6,4.49,4.53,7891600.0,35903806.0
2024-12-27 00:00:00,4.6,4.72,4.53,4.64,7795330.0,36337942.9
2024-12-30 00:00:00,4.64,4.65,4.4,4.54,9682410.0,43606555.2
2024-12-31 00:00:00,4.53,4.59,4.4,4.43,8165900.0,36519388.9
2025-01-02 00:00:00,4.4,4.55,4.32,4.37,8433630.0,37335047.2
2025-01-03 00:00:00,4.39,4.4,4.13,4.15,9537300.0,40380093.0
2025-01-06 00:00:00,4.12,4.22,3.94,4.16,8318030.0,34264665.5
2025-01-07 00:00:00,4.2,4.37,4.16,4.37,8634701.0,36952796.33
2025-01-08 00:00:00,4.35,4.38,4.16,4.31,7598130.0,32513537.5
2025-01-09 00:00:00,4.31,4.39,4.25,4.34,5974110.0,25935539.6
2025-01-10 00:00:00,4.34,4.38,4.16,4.17,6456900.0,27441820.0
2025-01-13 00:00:00,4.45,4.59,4.38,4.59,5410800.0,24557755.0
2025-01-14 00:00:00,4.97,4.97,4.67,4.78,38482506.0,184121017.88
2025-01-15 00:00:00,4.76,4.8,4.5,4.64,26410710.0,122122255.4
2025-01-16 00:00:00,4.6,4.84,4.6,4.7,22187096.0,104699326.37
2025-01-17 00:00:00,4.62,4.72,4.58,4.7,11997930.0,55779581.9
2025-01-20 00:00:00,4.7,4.74,4.61,4.7,10708131.0,50262497.8
2025-01-21 00:00:00,4.72,4.75,4.58,4.64,9432001.0,43709122.62
2025-01-22 00:00:00,4.64,4.65,4.54,4.56,7014600.0,32065565.0
2025-01-23 00:00:00,4.6,4.75,4.57,4.57,8821500.0,41090251.0
2025-01-24 00:00:00,4.6,4.61,4.48,4.55,10896190.0,49290232.5
2025-01-27 00:00:00,4.58,4.73,4.53,4.57,8319690.0,38548020.3
2025-02-05 00:00:00,4.6,4.72,4.59,4.69,8374211.0,39162017.04
2025-02-06 00:00:00,4.72,4.75,4.62,4.75,7658600.0,36008652.0
2025-02-07 00:00:00,4.74,4.81,4.7,4.76,9043311.0,43113864.58
2025-02-10 00:00:00,4.76,4.82,4.74,4.82,7416300.0,35515481.0
2025-02-11 00:00:00,4.84,4.86,4.72,4.8,6808540.0,32462330.8
2025-02-12 00:00:00,4.75,4.84,4.74,4.8,6526500.0,31231481.0
2025-02-13 00:00:00,4.8,4.83,4.74,4.76,6776800.0,32345807.0
2025-02-14 00:00:00,4.76,4.8,4.7,4.72,5909501.0,27997564.71
