timestamp,open,high,low,close,volume,amount
2024-11-20 00:00:00,24.22,25.77,24.12,25.62,4121003,103666430.58
2024-11-21 00:00:00,25.95,30.74,25.71,30.74,17438137,512267054.79
2024-11-22 00:00:00,29.51,36.17,28.41,34.5,19933059,633878745.38
2024-11-25 00:00:00,32.5,33.0,29.78,31.68,13066556,407887641.0
2024-11-26 00:00:00,30.4,30.77,27.75,28.2,11279654,324587877.98
2024-11-27 00:00:00,27.5,28.33,26.3,28.28,8504996,231418772.41
2024-11-28 00:00:00,27.85,28.56,27.0,27.0,8043119,221340427.76
2024-11-29 00:00:00,27.46,29.29,27.18,29.08,11532262,328395823.23
2024-12-02 00:00:00,28.78,29.8,28.01,29.38,9562849,277420656.5
2024-12-03 00:00:00,28.83,28.86,27.5,28.24,7177419,201883977.21
2024-12-04 00:00:00,27.65,28.31,27.52,27.85,4563865,126921093.66
2024-12-05 00:00:00,27.85,28.87,27.77,28.87,6768400,193033740.0
2024-12-06 00:00:00,28.59,29.89,28.25,29.6,7726565,224769124.55
2024-12-09 00:00:00,29.58,29.82,28.39,28.7,5003675,144507603.25
2024-12-10 00:00:00,29.56,33.43,28.7,30.54,11976947,366396375.01
2024-12-11 00:00:00,30.0,31.5,29.66,31.38,9497319,291007577.94
2024-12-12 00:00:00,31.06,31.47,30.03,31.06,6552423,201570149.29
2024-12-13 00:00:00,30.61,32.25,30.38,31.06,8064523,252425875.19
2024-12-16 00:00:00,30.6,33.04,30.01,32.81,10965644,351271758.42
2024-12-17 00:00:00,32.29,32.41,28.26,29.0,8117700,244758994.0
2024-12-18 00:00:00,28.15,29.15,27.05,28.49,4603347,129131556.4
2024-12-19 00:00:00,27.98,34.19,27.63,34.19,12817031,409166094.2
2024-12-20 00:00:00,36.95,39.0,34.8,35.3,19389295,713621895.87
2024-12-23 00:00:00,35.6,35.97,31.91,32.74,12444017,412159768.17
2024-12-24 00:00:00,32.38,35.68,30.42,34.84,13963747,466561051.08
2024-12-25 00:00:00,32.68,33.89,31.69,32.0,8927926,291765060.94
2024-12-26 00:00:00,33.46,38.4,33.46,38.4,14544336,545725739.4
2024-12-27 00:00:00,38.4,38.8,34.5,34.67,15582900,560993973.0
2024-12-30 00:00:00,34.33,34.82,32.6,33.99,9024861,303612765.71
2024-12-31 00:00:00,33.8,36.01,33.06,35.0,12110797,423958582.39
2025-01-02 00:00:00,37.12,38.44,35.26,36.35,13426925,494672308.75
2025-01-03 00:00:00,36.53,37.33,31.0,31.1,10906725,361100292.0
2025-01-06 00:00:00,29.6,30.96,28.05,29.08,7220455,210665300.17
2025-01-07 00:00:00,29.36,30.7,28.6,30.7,7899500,234436846.94
2025-01-08 00:00:00,30.22,36.84,30.01,36.84,18005144,641986039.31
2025-01-09 00:00:00,37.39,44.21,37.28,44.21,14308945,573436567.2
2025-01-10 00:00:00,43.55,44.57,39.77,40.22,18172238,764200776.44
2025-01-13 00:00:00,40.82,41.01,34.51,36.31,14051799,512454375.86
2025-01-14 00:00:00,37.99,40.83,37.5,40.2,16172500,630127548.0
2025-01-15 00:00:00,43.4,44.57,38.13,40.1,17700400,737248554.0
2025-01-16 00:00:00,39.73,41.18,37.5,38.5,13791000,540569231.0
2025-01-17 00:00:00,39.0,40.62,37.7,40.0,13295700,523103426.67
2025-01-20 00:00:00,35.0,36.6,34.2,36.25,11577900,411984894.0
2025-01-21 00:00:00,35.89,38.39,35.15,38.39,10854400,404924323.0
2025-01-22 00:00:00,37.49,39.58,36.67,38.21,8518600,322138582.0
2025-01-23 00:00:00,38.58,38.97,36.39,36.65,7778200,294429917.0
2025-01-24 00:00:00,35.99,39.91,35.57,39.18,10311600,396217981.0
2025-01-27 00:00:00,40.0,40.2,36.04,36.37,7635800,287695265.0
2025-02-05 00:00:00,34.69,37.75,33.06,37.62,8296100,291376181.0
2025-02-06 00:00:00,36.6,37.9,36.11,37.62,7315500,272507964.0
2025-02-07 00:00:00,37.25,38.99,36.11,37.17,8044700,303035077.0
2025-02-10 00:00:00,37.0,37.64,36.16,36.95,6629600,244302268.0
2025-02-11 00:00:00,37.0,39.3,36.48,39.03,10926800,415893443.0
2025-02-12 00:00:00,38.43,40.5,37.61,40.35,10629601,414556813.91
2025-02-13 00:00:00,40.75,40.75,38.67,39.13,8746497,346314749.94
2025-02-14 00:00:00,38.12,39.88,37.65,39.74,7697297,299221401.64
2025-02-17 00:00:00,39.74,40.65,38.66,39.81,7537845,299212838.35
2025-02-18 00:00:00,39.05,39.4,35.6,35.85,7322512,274944741.26
2025-02-19 00:00:00,36.0,37.32,35.75,37.32,4194264,154237738.07
2025-02-20 00:00:00,37.59,37.59,36.4,36.95,3380400,124660858.0
2025-02-21 00:00:00,37.2,38.49,36.46,38.25,5225600,196544944.0
2025-02-24 00:00:00,37.72,37.99,36.2,36.73,4360500,161236183.0
2025-02-25 00:00:00,36.0,36.97,35.73,36.61,2691000,98157256.0
2025-02-26 00:00:00,36.85,36.85,35.75,36.06,3140600,113649101.0
2025-02-27 00:00:00,36.38,37.01,35.91,36.45,3222200,117698273.0
2025-02-28 00:00:00,36.01,36.11,32.8,32.84,3997500,137102357.1
2025-03-03 00:00:00,33.2,34.29,32.52,33.81,2681100,90357167.0
2025-03-04 00:00:00,33.32,33.92,33.15,33.46,1717100,57471088.0
2025-03-05 00:00:00,33.48,33.55,32.1,33.16,2876400,94079330.0
2025-03-06 00:00:00,33.5,35.77,33.3,35.37,4738900,164250065.0
2025-03-07 00:00:00,36.46,38.79,34.67,34.7,7325300,270240198.0
2025-03-10 00:00:00,33.99,34.6,33.6,34.08,3757400,127724721.0
