timestamp,open,high,low,close,volume,amount
2024-11-20 00:00:00,3.66,3.71,3.63,3.69,16668614,61322801.8
2024-11-21 00:00:00,3.68,3.71,3.65,3.69,12318302,45320947.16
2024-11-22 00:00:00,3.69,3.75,3.6,3.61,21442600,79166535.0
2024-11-25 00:00:00,3.6,3.7,3.58,3.7,14049900,51222248.0
2024-11-26 00:00:00,3.68,3.78,3.68,3.75,20471685,76563469.61
2024-11-27 00:00:00,3.74,3.78,3.6,3.78,19267196,71269600.56
2024-11-28 00:00:00,3.8,4.1,3.8,3.96,43763836,172761016.71
2024-11-29 00:00:00,3.94,4.01,3.92,3.97,25951599,102883526.3
2024-12-02 00:00:00,3.96,4.1,3.96,4.06,24812199,99983229.64
2024-12-03 00:00:00,4.05,4.08,3.95,4.0,20831400,83520177.4
2024-12-04 00:00:00,3.98,4.05,3.91,3.95,16754290,66623358.56
2024-12-05 00:00:00,3.93,3.96,3.89,3.95,10662500,41844822.0
2024-12-06 00:00:00,3.95,4.06,3.91,4.06,19719033,78976699.6
2024-12-09 00:00:00,4.04,4.07,3.92,3.95,15387349,61282722.64
2024-12-10 00:00:00,4.05,4.07,3.97,3.98,23637948,95185646.7
2024-12-11 00:00:00,4.1,4.38,4.1,4.38,69870798,301373653.08
2024-12-12 00:00:00,4.8,4.82,4.5,4.82,95742965,449634560.15
2024-12-13 00:00:00,5.3,5.3,5.1,5.3,75471842,398712445.63
2024-12-16 00:00:00,5.83,5.83,5.83,5.83,9582306,55864843.98
2024-12-17 00:00:00,6.41,6.41,6.28,6.41,209454198,1341987161.28
2024-12-18 00:00:00,6.63,7.05,6.5,7.05,193446719,1329859960.36
2024-12-19 00:00:00,7.3,7.64,6.35,6.35,303737076,2028575650.47
2024-12-20 00:00:00,5.72,5.72,5.72,5.72,50897200,291131984.0
2024-12-23 00:00:00,5.15,5.32,5.15,5.15,168727555,872191962.2
2024-12-24 00:00:00,4.95,4.99,4.66,4.74,191407154,915259496.68
2024-12-25 00:00:00,4.68,4.86,4.37,4.59,161796546,741238677.27
2024-12-26 00:00:00,4.51,4.87,4.5,4.77,146475046,684487375.71
2024-12-27 00:00:00,4.65,4.84,4.58,4.66,123957823,585759901.96
2024-12-30 00:00:00,4.66,4.78,4.5,4.59,91268633,418743027.66
2024-12-31 00:00:00,4.56,4.75,4.46,4.47,103882176,480028484.57
2025-01-02 00:00:00,4.47,4.92,4.43,4.92,200299872,970167230.41
2025-01-03 00:00:00,4.95,5.41,4.43,5.41,250963997,1234965819.94
2025-01-06 00:00:00,5.31,5.95,5.22,5.58,308662880,1766538887.84
2025-01-07 00:00:00,5.02,5.02,5.02,5.02,33840300,169878306.0
2025-01-08 00:00:00,4.85,5.52,4.81,5.52,169373249,896076125.86
2025-01-09 00:00:00,5.45,5.53,5.1,5.21,226145306,1194934604.11
2025-01-10 00:00:00,5.18,5.23,4.69,4.7,162703734,798660312.85
2025-01-13 00:00:00,4.48,4.98,4.34,4.74,138562542,641087665.1
2025-01-14 00:00:00,4.76,5.21,4.69,5.21,175248763,888943900.6
2025-01-15 00:00:00,5.23,5.73,5.06,5.24,249093543,1331563432.39
2025-01-16 00:00:00,5.28,5.67,5.18,5.45,215540530,1158621667.92
2025-01-17 00:00:00,5.33,5.37,5.02,5.06,148215016,762159482.88
2025-01-20 00:00:00,5.18,5.3,5.06,5.12,108016543,558695272.48
2025-01-21 00:00:00,5.12,5.41,5.11,5.34,150869652,801278750.57
2025-01-22 00:00:00,5.24,5.25,4.91,4.96,124435873,628045146.55
2025-01-23 00:00:00,5.02,5.1,4.74,4.79,100527640,493398782.4
2025-01-24 00:00:00,4.74,4.86,4.68,4.84,70256555,335751381.71
2025-01-27 00:00:00,4.87,4.9,4.63,4.65,60220320,284331682.2
2025-02-05 00:00:00,4.65,4.67,4.46,4.53,62275455,280965155.66
2025-02-06 00:00:00,4.52,4.62,4.45,4.61,71742782,325556262.67
2025-02-07 00:00:00,4.58,4.74,4.53,4.66,72675481,338892255.13
2025-02-10 00:00:00,4.66,4.85,4.64,4.84,90361734,430379606.62
2025-02-11 00:00:00,4.95,4.95,4.82,4.85,86013135,419089056.71
2025-02-12 00:00:00,4.8,4.93,4.75,4.91,87307557,421864093.26
2025-02-13 00:00:00,4.86,4.97,4.76,4.84,88427585,431698926.65
2025-02-14 00:00:00,4.82,4.84,4.72,4.76,60821171,290547367.66
2025-02-17 00:00:00,4.74,4.9,4.68,4.82,64879220,309666736.8
2025-02-18 00:00:00,4.8,4.81,4.48,4.49,70429865,325102306.8
2025-02-19 00:00:00,4.47,4.61,4.46,4.58,53245900,241325456.52
2025-02-20 00:00:00,4.58,4.75,4.58,4.65,55475625,258115786.25
2025-02-21 00:00:00,4.64,4.65,4.5,4.55,50918533,231491566.38
2025-02-24 00:00:00,4.54,4.56,4.46,4.49,40525595,182530986.48
2025-02-25 00:00:00,4.46,4.59,4.41,4.46,47003459,212394613.9
2025-02-26 00:00:00,4.45,4.53,4.45,4.49,34339660,153840409.22
2025-02-27 00:00:00,4.49,4.72,4.48,4.68,110648010,509789770.37
2025-02-28 00:00:00,4.7,4.7,4.46,4.49,75803210,345849847.24
2025-03-03 00:00:00,4.48,4.6,4.4,4.55,58096811,262215631.98
