timestamp,open,high,low,close,volume,amount
2024-11-20 00:00:00,9.97,10.46,9.88,10.36,13250600.0,136223873.01
2024-11-21 00:00:00,10.5,10.6,10.24,10.36,6592600.0,68434945.0
2024-11-22 00:00:00,10.42,10.48,9.82,9.88,7726700.0,77960894.0
2024-11-25 00:00:00,10.26,10.35,9.87,10.2,9943400.0,101039781.0
2024-11-26 00:00:00,10.27,10.47,10.13,10.3,7328600.0,75337996.0
2024-11-27 00:00:00,10.4,10.4,9.86,10.38,7850833.0,79915047.34
2024-11-28 00:00:00,10.28,10.44,10.19,10.44,8800117.0,90889675.57
2024-11-29 00:00:00,10.44,10.66,10.36,10.6,8839500.0,92978214.0
2024-12-02 00:00:00,10.61,11.66,10.6,11.66,21899547.0,250069011.49
2024-12-03 00:00:00,12.03,12.03,11.25,11.62,28268332.0,327048480.46
2024-12-04 00:00:00,11.55,11.82,11.28,11.43,16803179.0,193058806.5
2024-12-05 00:00:00,11.43,11.52,11.06,11.3,16036822.0,179945942.04
2024-12-06 00:00:00,11.4,11.45,11.07,11.35,10716200.0,120583682.0
2024-12-09 00:00:00,11.46,11.92,11.42,11.59,13631288.0,159163501.81
2024-12-10 00:00:00,11.6,12.04,11.16,11.28,15870144.0,183432139.84
2024-12-11 00:00:00,11.27,11.61,11.2,11.37,9053619.0,102923131.03
2024-12-12 00:00:00,11.45,11.58,11.32,11.5,6488200.0,74267888.0
2024-12-13 00:00:00,11.48,12.12,11.29,11.84,16143482.0,189397403.61
2024-12-16 00:00:00,11.22,11.38,10.66,10.66,20931922.0,225675066.66
2024-12-17 00:00:00,10.26,10.27,9.87,9.96,18875180.0,189596622.05
2024-12-18 00:00:00,9.95,10.36,9.59,9.65,18141191.0,180651982.2
2024-12-19 00:00:00,9.63,9.73,9.2,9.28,16432083.0,153621975.36
2024-12-20 00:00:00,9.31,9.59,9.21,9.46,11760188.0,111028792.24
2024-12-23 00:00:00,9.44,9.48,8.82,8.88,12876188.0,116502267.2
2024-12-24 00:00:00,8.92,9.16,8.88,9.08,8579300.0,77557399.0
2024-12-25 00:00:00,9.12,9.12,8.7,8.9,7304700.0,64934481.0
2024-12-26 00:00:00,8.83,9.29,8.83,9.07,8346800.0,76183319.69
2024-12-27 00:00:00,9.07,9.25,9.0,9.15,7549800.0,68863360.0
2024-12-30 00:00:00,9.09,9.21,8.9,9.09,6497100.0,59035961.0
2024-12-31 00:00:00,9.11,9.16,8.79,8.82,7231300.0,64624247.0
2025-01-02 00:00:00,8.78,9.03,8.61,8.71,9344083.0,82483736.1
2025-01-03 00:00:00,8.72,8.86,8.43,8.48,10118800.0,87295518.0
2025-01-06 00:00:00,8.44,8.57,8.18,8.41,7009400.0,58833139.0
2025-01-07 00:00:00,8.43,8.55,8.25,8.51,6200900.0,52165363.0
2025-01-08 00:00:00,8.51,8.74,8.44,8.7,7492400.0,64215265.0
2025-01-09 00:00:00,8.66,8.93,8.5,8.74,8556400.0,74653759.0
2025-01-10 00:00:00,8.72,8.93,8.56,8.58,7165500.0,62759620.0
2025-01-13 00:00:00,8.46,9.05,8.39,8.93,10159450.0,89254721.5
2025-01-14 00:00:00,8.93,9.28,8.88,9.26,13190300.0,120506060.0
2025-01-15 00:00:00,9.2,9.5,9.18,9.21,9370150.0,87322291.0
2025-01-16 00:00:00,9.27,9.43,9.04,9.41,10479736.0,96878769.52
2025-01-17 00:00:00,9.4,9.53,9.22,9.38,8305150.0,77677858.0
2025-01-20 00:00:00,9.35,9.65,9.35,9.5,7146863.0,67872281.87
2025-01-21 00:00:00,9.56,9.75,9.45,9.75,7692800.0,73703476.0
2025-01-22 00:00:00,9.99,9.99,9.41,9.66,15146086.0,146155976.82
2025-01-23 00:00:00,9.62,9.77,9.58,9.59,9251876.0,89290025.86
2025-01-24 00:00:00,9.61,9.69,9.33,9.49,9736000.0,92072222.0
2025-01-27 00:00:00,9.48,9.53,9.28,9.29,5549100.0,52198215.0
2025-02-05 00:00:00,9.35,9.44,9.29,9.33,5308800.0,49652061.0
2025-02-06 00:00:00,9.54,9.92,9.45,9.58,16547900.0,159431267.0
2025-02-07 00:00:00,9.58,9.71,9.44,9.54,12384800.0,118957037.0
2025-02-10 00:00:00,9.5,9.51,9.29,9.39,9870799.0,92501693.69
2025-02-11 00:00:00,9.38,9.46,9.3,9.38,5973800.0,56002772.0
2025-02-12 00:00:00,9.35,9.51,9.32,9.48,7188100.0,67570736.0
2025-02-13 00:00:00,9.47,9.51,9.25,9.27,7677700.0,71679639.0
2025-02-14 00:00:00,9.26,9.37,9.22,9.29,4831100.0,44889905.0
2025-02-17 00:00:00,9.28,9.56,9.26,9.38,6225200.0,58342774.0
2025-02-18 00:00:00,9.32,9.43,9.1,9.12,5812100.0,53773117.0
2025-02-19 00:00:00,9.1,9.34,9.06,9.23,7704265.0,71138775.78
2025-02-20 00:00:00,9.2,9.3,9.14,9.3,6640400.0,61251956.01
2025-02-21 00:00:00,9.31,9.35,9.07,9.1,8398800.0,76693168.0
2025-02-24 00:00:00,9.11,9.15,8.99,9.03,6129900.0,55513398.0
2025-02-25 00:00:00,8.98,9.09,8.86,8.88,5351400.0,47887995.0
2025-02-26 00:00:00,8.9,9.04,8.86,9.0,6784900.0,60608842.0
2025-02-27 00:00:00,9.04,9.1,8.91,9.08,5390400.0,48617870.0
2025-02-28 00:00:00,9.08,9.09,8.71,8.74,8692383.0,76908033.71
2025-03-03 00:00:00,8.74,8.91,8.64,8.74,7230800.0,63688265.0
2025-03-04 00:00:00,8.64,9.06,8.64,9.02,9164450.0,81759247.0
2025-03-05 00:00:00,8.93,9.49,8.93,9.1,14675700.0,135117989.0
2025-03-06 00:00:00,9.08,9.14,9.02,9.05,7894900.0,71610686.0
2025-03-07 00:00:00,9.01,9.03,8.85,8.89,6807000.0,60846559.0
2025-03-10 00:00:00,8.9,9.07,8.88,9.0,6910700.0,61971212.0
2025-03-11 00:00:00,8.91,8.97,8.83,8.96,4055300.0,36087359.0
2025-03-12 00:00:00,8.98,9.1,8.9,9.0,5467600.0,49151182.32
2025-03-13 00:00:00,8.85,8.88,8.64,8.76,8991000.0,78501693.0
2025-03-14 00:00:00,8.75,8.99,8.68,8.96,7741900.0,68635544.0
2025-03-17 00:00:00,8.85,8.98,8.79,8.95,6340000.0,56318287.0
2025-03-18 00:00:00,8.95,9.08,8.91,9.03,7254759.0,65174247.01
2025-03-19 00:00:00,8.98,9.3,8.9,9.19,12331400.0,112594469.0
2025-03-20 00:00:00,9.13,9.21,9.06,9.11,6487000.0,59141871.0
2025-03-21 00:00:00,9.09,9.09,8.9,8.97,5782244.0,51966323.92
2025-03-24 00:00:00,8.97,9.23,8.47,8.6,12543400.0,110336146.0
2025-03-25 00:00:00,8.6,9.26,8.45,8.88,16616301.0,147018933.58
2025-03-26 00:00:00,8.7,8.86,8.63,8.82,10623400.0,93073963.0
2025-03-27 00:00:00,8.74,8.92,8.62,8.84,7742500.0,68140850.0
2025-03-28 00:00:00,8.79,8.82,8.28,8.29,17266501.0,145936684.31
2025-03-31 00:00:00,8.21,8.24,8.07,8.13,7278044.0,59249648.84
2025-04-01 00:00:00,8.15,8.26,8.07,8.19,6124597.0,50070075.58
2025-04-02 00:00:00,8.32,8.45,8.22,8.25,6221309.0,51689118.46
